DATE,PRECIPITATION_INCHES,MIN_TEMPERATURE_F,MAX_TEMPERATURE_F,AVG_TEMPERATURE_F,AVG_WIND_SPEED_MPH,SNOWFALL_INCHES,FOG,HEAVY_FOG,THUNDER,HAIL,SMOKE
2017-03-19,0.0,34,53,42,9.62,0.0,False,False,False,False,False
2017-03-20,0.01,38,54,45,11.18,0.0,False,False,False,False,False
2017-03-21,0.2,46,56,49,5.82,0.0,False,False,False,False,False
2017-03-22,0.02,43,56,51,13.42,0.0,False,False,False,False,False
2017-03-23,0.26,39,58,46,7.83,0.0,True,False,False,False,False
2017-03-24,0.24,44,54,49,10.96,0.0,True,False,False,False,False
2017-03-25,0.01,43,52,47,10.51,0.0,False,False,False,False,False
2017-03-26,0.38,43,49,46,3.8,0.0,True,False,False,False,False
2017-03-27,0.17,44,53,47,12.08,0.0,True,False,False,False,False
2017-03-28,0.14,44,53,47,11.18,0.0,False,False,False,False,False
2017-03-29,0.51,45,55,49,13.65,0.0,True,False,False,False,False
2017-03-30,0.0,43,54,47,6.49,0.0,False,False,False,False,False
2017-03-31,0.0,37,56,47,4.25,0.0,True,False,False,False,False
